seed,horizon,budget,exploration_param,gamma,steps
4839634,40,125893,8,0.9,200
4839634,34,100000,8,1.0,146
4839634,12,1585,32,1.0,25
4839635,12,15849,32,1.0,48
4839634,38,6310,32,0.95,22
4839634,16,39811,16,0.9,50
4839634,36,1259,16,0.95,10
4839634,20,19953,32,0.95,113
4839635,28,100000,16,0.9,200
4839634,10,6310,32,0.9,19
4839635,34,31623,8,0.9,114
4839635,12,1000000,16,0.9,124
4839635,28,251189,8,0.95,200
4839634,12,63096,8,1.0,153
4839634,20,25119,32,0.95,135
4839634,26,5012,32,0.95,16
4839635,34,7943,16,0.95,28
4839635,38,10000,32,0.9,32
4839634,32,125893,8,0.9,200
4839635,18,630957,8,1.0,200
4839635,40,63096,32,1.0,200
4839634,18,1585,32,1.0,20
4839634,34,25119,32,1.0,200
4839635,20,2512,32,1.0,38
4839635,26,15849,8,1.0,200
4839635,24,79433,8,0.9,200
4839634,12,1000000,32,0.95,200
4839634,32,501187,32,0.9,200
4839634,18,2512,8,0.95,118
4839635,18,10000,8,1.0,200
4839635,34,158489,16,1.0,200
4839635,34,3162,8,1.0,45
4839634,18,398107,16,1.0,200
4839634,30,79433,32,0.95,200
4839635,36,100000,8,0.9,200
4839634,14,39811,32,0.9,26
4839634,40,5012,32,1.0,32
4839635,10,31623,8,0.95,82
4839634,20,2512,32,0.9,29
4839635,40,398107,8,0.95,200
4839635,20,5012,8,1.0,200
4839634,10,25119,16,1.0,48
4839635,40,39811,32,1.0,200
4839634,22,501187,32,0.9,200
4839634,28,158489,8,0.9,200
4839634,28,25119,16,1.0,200
4839635,38,1259,8,1.0,69
4839634,32,3981,32,0.95,23
4839635,36,19953,8,0.9,200
4839634,38,39811,16,0.9,118
4839635,38,5012,16,1.0,190
4839634,10,1000,8,1.0,65
4839635,12,1995,8,0.95,29
4839635,10,199526,32,0.9,52
4839634,14,501187,32,0.9,194
4839635,16,25119,32,0.9,45
4839635,36,125893,16,0.9,200
4839635,30,12589,8,0.9,98
4839635,12,1585,32,1.0,31
4839635,40,1995,16,1.0,43
4839634,38,12589,16,1.0,200
4839635,22,1000000,8,0.95,200
4839635,16,1995,16,0.9,40
4839635,34,19953,16,0.95,133
4839635,30,25119,16,1.0,200
4839634,38,63096,32,0.9,21
4839635,32,316228,32,0.9,200
4839634,10,15849,16,0.95,105
4839635,36,1585,16,1.0,132
4839635,30,3981,16,1.0,160
4839635,34,3981,32,1.0,57
4839634,24,63096,16,1.0,200
4839635,34,1259,16,0.95,16
4839635,28,794328,16,0.95,200
4839635,40,316228,16,0.95,200
4839635,10,39811,16,0.9,30
4839635,32,3981,8,0.95,31
4839634,24,39811,8,1.0,200
4839634,10,1585,16,0.9,26
4839634,12,25119,8,0.9,200
4839635,16,398107,32,0.9,200
4839635,16,2512,8,0.9,41
4839634,40,251189,8,0.9,200
4839635,28,501187,32,0.95,200
4839634,22,3162,8,0.95,60
4839634,14,251189,8,0.95,184
4839634,10,10000,32,0.95,38
4839634,28,1000,8,0.95,32
4839635,28,1585,16,0.95,58
4839634,36,31623,32,0.9,63
4839634,24,31623,8,0.9,200
4839634,40,794328,16,1.0,200
4839634,20,1995,16,1.0,48
4839635,30,5012,16,1.0,60
4839634,22,50119,8,0.9,200
4839634,28,630957,32,0.95,200
4839635,36,316228,8,1.0,200
4839635,34,501187,16,0.95,200
4839634,10,501187,32,1.0,135
4839634,32,39811,16,0.9,139
4839635,22,15849,32,0.95,34
4839634,36,19953,8,0.9,200
4839635,24,5012,8,0.9,59
4839634,22,10000,32,0.9,22
4839634,30,1000000,32,0.95,200
4839634,18,316228,16,0.95,200
4839635,28,125893,16,1.0,200
4839634,26,1000,32,0.95,10
4839634,14,7943,32,0.9,26
4839635,24,501187,8,1.0,200
4839635,16,251189,16,1.0,200
4839634,24,5012,32,0.9,24
4839635,28,1259,8,1.0,51
4839634,22,19953,8,0.95,200
4839634,32,100000,8,0.95,200
4839635,14,1259,32,0.95,24
4839634,38,251189,16,0.9,200
4839634,30,100000,8,0.9,200
4839634,38,2512,16,0.95,26
4839635,18,63096,32,0.95,83
4839634,24,630957,8,0.9,200
4839634,24,125893,8,0.95,200
4839634,32,6310,8,1.0,200
4839634,22,125893,32,1.0,200
4839634,22,39811,32,0.9,19
4839634,12,63096,16,0.9,168
4839634,18,25119,16,1.0,200
4839635,22,12589,8,1.0,173
4839634,32,63096,8,1.0,165
4839634,34,3981,8,0.9,78
4839634,38,79433,32,0.9,16
4839635,22,25119,16,1.0,200
4839635,22,31623,16,1.0,200
4839634,30,158489,8,0.95,200
4839634,34,158489,32,0.9,28
4839635,28,63096,8,1.0,200
4839634,18,1995,32,1.0,32
4839635,28,19953,32,0.9,45
4839635,24,31623,8,1.0,165
4839635,34,158489,8,0.95,200
4839634,34,15849,8,0.9,191
4839635,32,10000,16,0.95,59
4839634,24,199526,8,1.0,200
4839634,20,39811,8,0.95,192
4839634,26,1259,8,0.9,40
4839635,32,1000000,32,0.9,200
4839634,28,5012,32,1.0,115
4839635,14,251189,8,0.95,200
4839634,32,7943,8,0.95,199
4839634,18,31623,16,0.95,200
4839634,12,316228,32,1.0,148
4839634,16,3981,16,0.9,31
4839634,12,79433,16,0.95,200
4839635,24,1000000,8,0.95,200
4839635,36,10000,8,0.95,24
4839634,30,50119,8,0.9,200
4839635,30,50119,16,0.9,198
4839635,32,79433,32,0.9,46
4839634,14,125893,8,0.95,200
4839635,32,1585,16,0.95,19
4839635,10,31623,16,0.95,37
4839634,32,3981,8,0.95,19
4839635,18,199526,16,0.95,200
4839635,16,794328,16,0.9,200
4839634,12,199526,32,1.0,200
4839635,12,1585,8,0.95,101
4839635,28,10000,32,0.95,54
4839635,22,630957,32,0.95,200
4839634,24,125893,32,1.0,200
4839635,16,12589,16,1.0,200
4839635,10,1000,16,1.0,52
4839634,14,7943,8,0.9,53
4839635,20,158489,32,0.9,63
4839635,14,251189,16,0.9,199
4839635,36,125893,8,0.9,200
4839635,22,630957,8,0.95,200
4839635,12,10000,16,1.0,195
4839634,22,251189,16,0.95,200
4839634,40,12589,8,0.95,200
4839634,12,158489,32,0.95,200
4839635,20,3162,16,1.0,200
4839634,14,10000,32,1.0,95
4839634,24,794328,8,1.0,200
4839635,20,1259,32,1.0,29
4839635,30,158489,8,0.9,200
4839635,16,12589,8,0.9,144
4839634,18,2512,32,1.0,19
4839635,16,501187,8,0.9,200
4839635,36,25119,32,0.9,31
4839634,14,25119,32,0.95,26
4839635,14,79433,32,0.9,63
4839635,40,63096,16,0.9,198
4839635,34,39811,16,0.9,87
4839635,30,50119,32,1.0,200
4839635,12,25119,8,0.9,122
4839634,22,50119,16,0.95,200
4839635,22,15849,8,1.0,170
4839634,28,5012,32,0.9,18
4839635,16,501187,8,0.95,200
4839634,26,398107,16,1.0,200
4839634,12,251189,16,1.0,199
4839634,28,199526,32,1.0,200
4839634,38,3981,16,0.95,20
4839635,28,199526,16,1.0,200
4839634,34,7943,8,0.95,200
4839634,26,199526,8,1.0,200
4839634,20,251189,32,0.9,129
4839635,16,39811,16,0.95,200
4839634,30,50119,32,0.9,38
4839634,36,1995,16,0.9,30
4839634,38,1000000,16,0.95,200
4839634,36,5012,8,1.0,194
4839635,34,630957,16,1.0,200
4839634,26,501187,16,0.9,200
4839635,34,398107,8,1.0,200
4839634,18,3981,32,1.0,27
4839634,30,1000000,8,0.9,200
4839635,30,1259,8,1.0,90
4839635,36,630957,8,1.0,200
4839635,12,158489,32,0.95,110
4839634,18,6310,32,0.9,65
4839635,22,6310,16,0.9,32
4839634,40,31623,8,0.9,200
4839635,34,5012,8,0.95,71
4839635,30,79433,32,0.9,31
4839634,10,6310,8,0.95,38
4839635,12,794328,32,1.0,200
4839634,14,1995,16,1.0,38
4839635,24,6310,16,0.9,64
4839635,16,158489,32,0.95,200
4839634,16,100000,32,0.9,57
4839634,28,10000,32,1.0,200
4839634,38,316228,8,1.0,172
4839635,26,199526,8,0.95,200
4839634,18,12589,8,0.9,200
4839635,24,39811,32,0.9,53
4839635,24,31623,32,1.0,200
4839635,20,63096,8,0.95,200
4839634,36,63096,32,1.0,200
4839634,10,19953,16,1.0,136
4839634,36,199526,32,1.0,200
4839635,16,3162,32,0.9,24
4839634,30,2512,8,0.9,36
4839634,12,501187,8,0.95,145
4839634,32,63096,16,0.9,99
4839634,18,3981,16,0.9,49
4839635,28,19953,16,1.0,200
4839635,20,12589,8,0.9,195
4839634,26,19953,16,1.0,200
4839635,12,1000000,8,0.95,200
4839634,30,7943,32,0.9,24
4839634,20,794328,16,0.95,200
4839634,24,19953,16,1.0,200
4839634,16,7943,16,0.95,52
4839634,34,12589,16,1.0,200
4839634,32,3981,8,1.0,34
4839634,30,1259,8,1.0,28
4839635,28,1000000,32,0.95,200
4839635,22,7943,8,0.9,191
4839634,34,6310,32,0.95,23
4839634,32,12589,8,0.95,200
4839634,36,158489,8,1.0,200
4839635,36,316228,16,1.0,200
4839635,30,1585,8,0.95,29
4839635,32,398107,32,1.0,200
4839635,10,19953,8,1.0,154
4839635,18,125893,16,0.9,200
4839634,30,501187,8,0.95,200
4839634,30,7943,32,1.0,72
4839635,34,1585,16,0.95,52
4839634,40,1000,16,1.0,53
4839635,16,2512,16,1.0,28
4839635,38,1000000,16,1.0,200
4839634,30,10000,8,1.0,200
4839635,32,199526,32,1.0,200
4839634,30,3981,16,0.9,22
4839635,20,1259,16,0.95,42
4839634,12,39811,16,1.0,140
4839635,32,251189,8,1.0,200
4839634,38,1259,16,1.0,124
4839635,22,5012,8,1.0,200
4839634,10,501187,8,0.95,71
4839635,14,5012,8,1.0,192
4839635,24,15849,32,0.95,100
4839635,24,15849,8,0.95,200
4839634,34,100000,8,0.95,200
4839635,16,1585,32,0.95,11
4839634,36,199526,8,1.0,200
4839635,30,3981,16,0.9,27
4839634,20,1000000,16,0.95,200
4839635,16,12589,8,0.95,200
4839635,18,630957,32,0.9,200
4839635,14,125893,8,0.95,200
4839635,28,316228,16,1.0,200
4839634,10,50119,32,1.0,47
4839634,18,15849,32,0.95,37
4839635,28,31623,16,0.95,200
4839634,12,100000,16,1.0,200
4839635,28,12589,16,1.0,200
4839635,22,12589,32,1.0,200
4839635,26,1259,8,1.0,58
4839634,12,39811,32,1.0,200
4839635,30,3162,16,1.0,119
4839634,40,6310,32,0.95,25
4839634,16,50119,16,0.95,200
4839635,18,1995,8,0.95,142
4839635,32,251189,8,0.9,200
4839634,40,251189,32,1.0,200
4839635,24,6310,32,0.9,30
4839634,14,1585,8,0.95,35
4839634,36,1995,8,1.0,40
4839634,38,25119,32,0.9,29
4839635,14,12589,32,1.0,75
4839635,40,158489,32,0.9,33
4839635,36,50119,16,0.95,200
4839634,18,398107,8,0.9,200
4839634,28,1995,32,1.0,32
4839635,30,501187,16,0.9,200
4839635,28,1259,16,0.9,20
4839634,26,25119,16,0.9,32
4839634,20,199526,16,0.9,200
4839635,18,39811,16,0.9,200
4839635,30,63096,32,0.95,200
4839634,30,1000000,16,0.95,200
4839634,40,501187,16,0.9,200
4839634,32,3981,16,1.0,180
4839634,12,1995,8,0.95,21
4839634,36,1995,32,1.0,12
4839635,12,2512,32,0.9,37
4839634,30,39811,8,0.95,200
4839634,14,50119,16,0.95,200
4839635,26,316228,8,1.0,200
4839635,28,3981,8,0.95,200
4839634,32,2512,16,0.9,29
4839634,14,158489,8,1.0,133
4839635,20,10000,8,0.9,58
4839634,40,6310,32,1.0,72
4839635,20,125893,8,0.9,200
4839635,28,3162,8,0.9,58
4839635,30,6310,8,0.95,41
4839634,16,125893,32,0.9,51
4839635,10,398107,8,0.95,124
4839635,34,2512,16,0.9,14
4839635,12,100000,8,0.95,190
4839635,24,1585,8,0.9,76
4839635,12,12589,16,0.9,40
4839634,36,158489,8,0.95,200
4839635,32,1259,16,0.9,18
4839634,10,12589,32,0.95,32
4839635,40,3981,8,0.95,65
4839634,10,1995,16,0.9,20
4839634,18,1995,16,0.9,45
4839635,14,630957,32,0.95,200
4839635,20,501187,32,0.9,200
4839635,36,6310,16,0.95,67
4839635,20,7943,8,0.95,59
4839634,34,1000,32,1.0,21
4839634,32,50119,8,1.0,200
4839635,38,19953,16,0.9,127
4839634,12,3981,32,0.95,40
4839635,22,31623,8,1.0,28
4839634,34,50119,16,0.9,200
4839635,14,398107,32,0.9,199
4839635,38,100000,8,0.9,200
4839635,34,7943,8,0.9,47
4839635,14,19953,16,0.95,133
4839635,12,1000000,8,0.9,85
4839635,14,5012,32,0.9,25
4839634,24,25119,16,1.0,200
4839635,32,100000,16,0.95,200
4839634,12,251189,32,1.0,200
4839634,38,794328,16,0.95,200
4839635,34,79433,32,0.95,200
4839634,22,12589,8,1.0,200
4839634,32,1000000,8,0.95,200
4839635,14,6310,8,0.95,200
4839634,26,1585,16,0.9,22
4839634,16,794328,8,0.9,200
4839634,38,6310,16,0.9,52
4839634,36,7943,32,1.0,137
4839635,38,1585,16,0.9,31
4839634,22,19953,32,0.9,95
4839634,22,50119,32,0.95,142
4839635,38,2512,8,0.95,41
4839634,28,316228,32,0.9,200
4839635,34,1000000,8,1.0,200
4839635,20,25119,8,0.95,200
4839634,30,79433,8,0.95,200
4839635,32,12589,8,0.9,200
4839634,16,1000000,32,0.95,200
4839634,40,501187,8,0.9,200
4839634,38,25119,8,0.95,200
4839635,12,5012,32,0.95,29
4839635,28,19953,8,0.9,200
4839634,40,19953,32,0.95,85
4839635,32,125893,16,1.0,200
4839635,14,630957,32,1.0,200
4839635,12,7943,8,1.0,36
4839634,14,3162,8,0.95,52
4839635,34,3981,8,0.9,88
4839634,24,1000000,8,0.9,200
4839634,18,31623,8,0.9,200
4839635,12,1000,16,0.9,29
4839634,16,5012,8,0.9,24
4839635,38,1585,16,1.0,69
4839634,32,15849,16,0.9,19
4839635,36,15849,8,0.95,200
4839635,34,15849,16,0.95,200
4839634,10,12589,8,0.95,54
4839635,14,15849,32,0.9,36
4839635,14,79433,16,0.9,200
4839635,26,25119,16,1.0,200
4839635,12,1585,32,0.95,10
4839634,36,39811,8,0.95,185
4839635,38,1259,16,1.0,33
4839635,12,1259,8,0.9,17
4839634,38,50119,32,0.9,17
4839635,24,6310,8,1.0,152
4839635,36,2512,32,0.95,20
4839635,14,25119,32,0.95,126
4839634,20,7943,32,0.9,18
4839634,10,25119,32,0.95,25
4839635,32,100000,32,0.9,44
4839635,26,630957,32,0.95,200
4839635,26,100000,8,0.95,200
4839635,36,398107,32,1.0,200
4839635,14,251189,16,0.95,200
4839635,38,199526,8,0.9,200
4839635,20,5012,16,1.0,200
4839635,28,50119,32,0.9,55
4839635,10,251189,32,1.0,200
4839635,26,316228,8,0.9,200
4839634,22,125893,8,0.9,200
4839635,32,1995,16,0.95,38
4839634,28,100000,32,0.95,200
4839634,18,79433,8,0.95,200
4839634,24,12589,16,0.95,200
4839635,24,100000,8,1.0,200
4839635,40,12589,8,0.9,62
4839635,24,1585,8,1.0,37
4839634,22,100000,16,0.95,200
4839635,32,3981,16,0.95,38
4839635,22,3162,8,0.9,22
4839635,16,79433,32,0.95,200
4839635,24,316228,32,0.95,200
4839635,20,12589,32,1.0,193
4839634,36,6310,16,1.0,39
4839634,40,125893,16,0.9,200
4839634,38,50119,16,0.95,200
4839634,28,2512,8,1.0,51
4839634,28,31623,16,0.95,200
4839634,36,125893,32,0.9,35
4839634,10,630957,32,1.0,159
4839635,28,31623,8,0.9,200
4839634,18,501187,8,0.9,200
4839635,20,1259,16,1.0,19
4839634,16,12589,8,0.95,146
4839635,10,501187,16,0.9,86
4839635,12,3981,16,0.9,17
4839634,24,19953,16,0.9,29
4839634,28,1585,16,0.95,27
4839634,28,10000,16,1.0,200
4839635,26,39811,16,0.9,200
4839634,16,1585,32,0.9,14
4839634,16,3981,32,0.95,25
4839634,32,19953,32,0.95,85
4839634,20,100000,32,1.0,200
4839634,24,3162,8,1.0,200
4839634,38,15849,32,0.95,46
4839635,30,5012,16,0.9,53
4839634,12,1259,8,1.0,34
4839634,16,19953,32,0.95,25
4839635,18,3162,8,0.9,26
4839634,20,7943,32,0.95,23
4839634,40,2512,32,0.9,16
4839635,38,6310,16,0.95,77
4839635,22,12589,8,0.9,65
4839635,36,2512,32,1.0,20
4839634,36,1995,16,0.95,32
4839634,18,15849,8,1.0,199
4839634,38,25119,32,1.0,142
4839634,12,39811,32,0.9,30
4839635,26,79433,16,0.95,200
4839634,26,1995,32,0.9,12
4839635,28,1585,8,0.95,32
4839634,10,1000000,8,0.9,70
4839635,24,1259,32,0.9,10
4839635,24,251189,16,0.9,200
4839634,36,125893,32,0.95,200
4839635,38,794328,32,0.9,200
4839634,34,316228,16,0.9,200
4839634,34,316228,8,0.9,190
4839634,38,1585,16,1.0,19
4839634,32,501187,8,0.95,200
4839635,16,1000000,8,0.95,200
4839635,32,125893,16,0.9,200
4839635,10,125893,16,1.0,200
4839635,40,63096,8,0.95,200
4839634,40,501187,32,1.0,200
4839634,16,7943,16,0.9,27
4839635,28,199526,16,0.9,200
4839635,38,501187,8,0.9,200
4839634,12,398107,8,0.95,200
4839635,12,2512,8,0.95,47
4839635,34,316228,8,0.95,200
4839634,32,3162,16,0.9,29
4839634,22,2512,8,1.0,77
4839634,30,63096,8,0.9,200
4839634,12,6310,32,0.9,21
4839635,10,398107,32,0.9,47
4839635,20,3162,8,1.0,200
4839634,34,1995,32,0.9,20
4839635,30,39811,32,0.95,44
4839635,24,125893,16,0.95,200
4839634,20,125893,8,0.95,200
4839635,12,63096,16,0.9,58
4839635,26,19953,16,0.9,48
4839634,24,3162,16,0.95,55
4839634,30,12589,32,1.0,200
4839635,16,79433,8,0.9,200
4839635,30,10000,8,0.95,198
4839635,36,1995,32,0.95,15
4839634,16,50119,32,1.0,200
4839635,40,3981,16,1.0,135
4839635,22,63096,16,1.0,200
4839634,16,794328,8,0.95,200
4839634,16,1585,16,0.95,30
4839634,34,1995,16,0.95,42
4839634,22,1995,16,0.9,19
4839635,18,10000,32,1.0,45
4839634,22,501187,8,0.95,200
4839635,12,39811,8,1.0,196
4839634,20,251189,8,0.95,200
4839634,28,7943,16,0.9,41
4839635,40,158489,16,1.0,200
4839635,36,63096,8,0.9,156
4839634,34,12589,16,0.95,110
4839635,36,50119,32,0.95,200
4839635,36,1995,8,0.9,26
4839634,32,2512,8,0.95,104
4839635,38,158489,8,1.0,166
4839634,26,12589,8,0.9,88
4839635,20,630957,16,0.95,200
4839635,38,7943,8,0.9,24
4839634,34,1585,16,1.0,35
4839635,26,501187,16,1.0,200
4839635,34,19953,16,1.0,200
4839635,40,2512,16,0.95,52
4839635,24,2512,8,0.9,26
4839634,40,19953,16,0.9,21
4839634,14,25119,8,0.95,200
4839635,10,398107,32,0.95,83
4839635,36,19953,16,0.95,200
4839634,22,3981,16,1.0,200
4839634,24,63096,16,0.95,200
4839635,26,7943,8,0.95,200
4839634,20,1000000,32,0.9,200
4839635,34,199526,32,0.9,122
4839635,26,1259,32,1.0,12
4839635,40,501187,32,0.95,200
4839634,34,251189,32,0.95,200
4839634,20,12589,8,0.95,198
4839635,14,10000,32,1.0,33
4839634,14,2512,32,0.9,18
4839634,22,12589,16,1.0,200
4839635,22,3981,16,1.0,200
4839635,28,1000000,8,1.0,190
4839634,38,3981,16,1.0,196
4839634,40,3981,32,0.9,9
4839634,26,398107,8,0.9,200
4839635,36,10000,32,0.95,24
4839635,28,1000000,8,0.95,200
4839635,24,1995,8,0.95,26
4839634,10,1000000,32,0.95,49
4839635,36,5012,16,0.9,52
4839634,28,398107,8,0.95,200
4839634,24,50119,32,0.95,97
4839635,30,39811,32,1.0,200
4839635,28,5012,32,1.0,58
4839635,30,50119,16,1.0,200
4839634,16,630957,8,1.0,200
4839635,22,5012,16,0.9,37
4839634,26,25119,32,0.9,16
4839635,18,501187,8,0.9,200
4839634,34,3162,16,0.9,22
4839635,16,39811,8,0.9,200
4839635,22,2512,32,0.9,14
4839635,22,125893,8,1.0,200
4839634,14,63096,8,0.9,200
4839635,38,251189,32,1.0,200
4839634,10,31623,32,0.9,30
4839634,30,5012,8,0.95,200
4839634,40,25119,8,1.0,200
4839634,28,1000,8,1.0,51
4839634,40,3162,16,0.95,47
4839634,10,7943,32,0.95,29
4839634,28,50119,8,0.95,200
4839634,14,63096,16,1.0,200
4839635,18,15849,8,1.0,200
4839634,14,31623,8,0.9,200
4839634,30,1259,16,0.9,15
4839634,36,15849,16,0.9,28
4839635,16,19953,8,1.0,148
4839634,20,1259,32,1.0,41
4839634,10,630957,32,0.95,74
4839635,18,794328,16,1.0,191
4839634,16,5012,16,1.0,200
4839635,34,15849,8,1.0,190
4839635,10,1995,16,0.95,22
4839634,40,50119,8,0.95,200
4839634,10,39811,16,0.95,151
4839635,34,31623,16,0.95,200
4839634,38,2512,8,1.0,74
4839635,32,6310,16,0.9,41
4839634,10,794328,16,0.95,66
4839635,14,31623,32,1.0,200
4839635,40,25119,16,0.95,200
4839635,32,39811,16,0.9,84
4839634,18,199526,8,0.9,200
4839635,26,39811,32,1.0,200
4839635,10,2512,16,0.95,29
4839634,34,1995,8,1.0,31
4839635,24,251189,16,0.95,200
4839635,38,2512,32,0.95,20
4839634,26,10000,16,0.9,23
4839635,40,5012,32,0.95,45
4839634,14,199526,16,0.9,200
4839634,30,1585,32,0.9,22
4839634,18,63096,8,1.0,200
4839634,28,31623,8,0.95,200
4839635,22,39811,16,1.0,200
4839634,40,1000,16,0.9,15
4839635,24,630957,32,0.9,200
4839634,12,10000,16,0.9,21
4839635,36,1000000,16,0.95,200
4839634,34,7943,16,0.9,20
4839634,28,125893,8,0.9,200
4839634,26,794328,32,0.95,200
4839635,14,1995,32,0.9,36
4839635,24,50119,16,0.9,200
4839634,36,12589,16,0.9,81
4839634,40,316228,8,1.0,200
4839634,22,25119,32,0.95,96
4839634,32,158489,16,0.9,200
4839634,26,158489,32,1.0,200
4839635,38,794328,16,1.0,200
4839634,36,398107,16,1.0,200
4839635,14,1000,16,1.0,20
4839634,10,1000000,8,0.95,117
4839634,30,3981,32,0.95,25
4839635,12,398107,8,0.9,62
4839635,36,100000,32,1.0,200
4839635,40,1000000,8,0.95,200
4839635,20,2512,16,1.0,109
4839634,36,19953,32,0.95,200
4839634,18,1000000,16,0.95,200
4839634,12,794328,8,0.9,76
4839635,32,1259,16,0.95,62
4839635,22,125893,32,0.9,98
4839635,10,6310,8,0.95,71
4839635,38,3981,16,1.0,51
4839635,38,25119,32,0.95,37
4839635,24,630957,16,0.9,200
4839635,34,12589,16,0.95,121
4839634,30,25119,8,1.0,200
4839635,14,2512,8,0.9,36
4839634,18,25119,16,0.95,200
4839635,16,50119,16,0.9,57
4839635,28,6310,32,0.9,24
4839635,26,12589,32,0.9,49
4839634,36,1995,8,0.9,20
4839635,12,5012,8,1.0,167
4839635,20,125893,32,0.95,200
4839635,26,316228,16,1.0,200
4839635,36,2512,8,1.0,58
4839635,24,2512,8,0.95,112
4839635,32,501187,32,1.0,200
4839634,34,1259,16,0.9,42
4839634,22,1585,8,0.9,25
4839634,22,100000,8,1.0,200
4839635,28,1995,8,0.9,26
4839635,40,1995,32,0.95,12
4839634,28,199526,32,0.95,200
4839635,30,2512,16,0.9,47
4839634,16,19953,16,0.95,200
4839635,40,1585,8,1.0,84
4839634,26,1259,16,0.95,16
4839634,20,10000,8,0.9,162
4839634,32,398107,8,1.0,200
4839635,32,501187,32,0.9,200
4839635,26,1000,16,1.0,56
4839634,10,398107,8,1.0,171
4839634,16,794328,8,1.0,200
4839634,20,1585,8,0.95,25
4839634,10,316228,8,1.0,156
4839634,28,25119,8,0.95,200
4839634,38,5012,16,0.95,70
4839635,28,1000,16,0.95,36
4839635,14,1000,8,0.9,38
4839634,40,199526,32,1.0,200
4839635,32,5012,32,0.95,22
4839634,28,251189,8,1.0,183
4839635,28,31623,8,0.95,200
4839635,18,100000,16,0.95,200
4839635,12,1995,32,0.9,22
4839634,12,7943,8,0.95,130
4839635,38,794328,8,1.0,200
4839634,38,3981,8,0.95,80
4839634,40,100000,32,1.0,200
4839634,30,5012,16,1.0,200
4839635,16,6310,16,1.0,42
4839635,18,39811,8,0.9,200
4839634,18,50119,8,0.95,29
4839634,22,316228,8,0.9,200
4839635,16,501187,32,0.9,200
4839635,26,79433,32,0.9,38
4839634,18,7943,16,0.9,23
4839634,18,63096,16,0.95,200
4839634,32,31623,8,1.0,200
4839635,10,316228,32,0.95,63
4839635,38,3981,8,0.9,26
4839634,24,316228,32,1.0,200
4839634,28,6310,8,0.9,23
4839634,36,79433,16,0.9,144
4839635,40,199526,16,0.95,200
4839635,40,15849,8,1.0,200
4839634,24,79433,8,1.0,185
4839634,28,199526,32,0.9,65
4839634,22,251189,32,0.95,200
4839634,36,1000,16,0.9,7
4839634,18,31623,8,1.0,200
4839635,40,79433,8,0.95,200
4839635,32,10000,8,0.95,200
4839634,26,158489,8,0.95,200
4839635,16,1259,8,1.0,40
4839634,18,10000,32,0.9,34
4839635,14,5012,32,0.95,31
4839634,16,2512,8,0.9,26
4839635,40,794328,16,0.9,200
4839635,30,1259,16,0.9,33
4839634,18,3162,8,1.0,173
4839634,18,316228,32,0.9,200
4839634,40,63096,16,0.95,200
4839634,34,12589,32,0.95,50
4839634,40,10000,16,0.9,20
4839635,12,15849,16,1.0,200
4839634,38,2512,16,0.9,34
4839634,24,79433,32,0.9,42
4839635,30,7943,16,0.95,62
4839635,30,1259,16,1.0,25
4839634,12,31623,32,0.95,41
4839634,34,50119,32,0.95,88
4839634,26,251189,16,1.0,200
4839635,20,25119,8,1.0,164
4839634,14,1000,8,1.0,52
4839635,18,100000,16,0.9,33
4839635,24,12589,16,0.9,31
4839634,14,316228,32,0.95,200
4839634,32,3981,32,1.0,34
4839634,10,3162,16,1.0,28
4839634,22,31623,16,0.9,115
4839635,18,1000,32,0.95,14
4839635,24,1000,8,1.0,41
4839634,28,50119,32,1.0,200
4839635,36,501187,16,1.0,200
4839634,10,6310,32,0.95,20
4839634,22,1259,16,1.0,91
4839634,20,199526,8,0.95,200
4839635,22,19953,8,0.95,200
4839635,40,398107,32,0.95,200
4839634,34,3162,16,0.95,23
4839635,38,5012,8,0.9,64
4839634,34,1995,32,1.0,44
4839634,16,2512,16,0.95,16
4839635,34,7943,8,0.95,43
4839635,32,158489,16,0.95,200
4839634,34,3162,8,1.0,112
4839634,10,1000000,32,0.9,48
4839635,14,50119,16,0.95,200
4839634,34,3162,32,0.95,18
4839634,12,251189,8,0.9,102
4839634,12,39811,8,1.0,146
4839635,22,398107,32,0.95,200
4839634,36,125893,8,0.95,200
4839635,24,1000000,32,0.9,200
4839635,14,2512,16,0.95,33
4839634,28,15849,16,1.0,194
4839635,22,251189,32,0.9,97
4839635,30,1000000,16,0.95,200
4839635,10,158489,32,1.0,75
4839634,30,3162,16,0.9,23
4839634,10,12589,16,0.95,22
4839634,28,3162,16,0.95,65
4839635,20,630957,16,1.0,200
4839635,28,100000,8,1.0,200
4839635,10,125893,32,1.0,176
4839634,16,1995,32,0.9,35
4839635,24,19953,32,0.95,105
4839635,16,199526,16,1.0,200
4839635,38,158489,16,0.95,200
4839634,20,1585,16,1.0,71
4839634,26,3162,16,0.95,63
4839634,20,2512,16,0.9,20
4839635,20,630957,32,1.0,200
4839635,36,3981,32,0.9,9
4839635,22,125893,16,0.9,200
4839634,36,5012,8,0.95,128
4839634,32,3162,16,1.0,84
4839635,38,12589,8,0.9,35
4839634,20,1000,8,0.95,23
4839635,28,10000,16,0.95,134
4839635,12,501187,16,0.9,185
4839635,34,158489,16,0.9,200
4839634,10,3981,32,0.95,27
4839635,30,251189,8,1.0,200
4839634,10,1000,16,0.9,22
4839634,38,10000,16,0.95,25
4839634,14,158489,16,0.9,200
4839635,14,794328,8,0.9,200
4839634,16,3981,32,1.0,17
