seed,horizon,budget,exploration_param,gamma,steps
4839641,22,3981,16,1.0,379
4839641,32,79433,16,0.9,246
4839641,24,199526,32,0.9,46
4839641,36,100000,16,0.9,112
4839641,32,1000,16,1.0,34
4839641,14,630957,16,1.0,500
4839641,34,794328,16,1.0,500
4839641,16,100000,32,0.95,161
4839641,22,3981,32,1.0,44
4839641,36,50119,32,0.95,208
4839641,12,125893,32,1.0,307
4839641,14,1259,16,1.0,18
4839641,30,630957,32,0.9,500
4839641,34,316228,16,0.95,500
4839641,24,79433,16,0.95,493
4839641,16,63096,32,0.95,89
4839641,28,2512,16,0.9,31
4839641,24,1585,32,0.95,43
4839641,22,251189,16,0.95,500
4839641,18,3981,16,0.9,52
4839641,34,1995,32,1.0,26
4839641,20,630957,32,1.0,500
4839641,12,100000,32,1.0,180
4839641,20,10000,16,0.9,27
4839641,16,1585,16,0.9,27
4839641,32,1585,16,0.95,17
4839641,30,251189,16,0.9,311
4839641,38,199526,16,0.9,500
4839641,40,316228,16,1.0,500
4839641,40,39811,16,1.0,413
4839641,28,15849,16,0.9,72
4839641,28,79433,32,0.9,27
4839641,16,39811,32,0.95,154
4839641,40,316228,32,0.9,143
4839641,40,6310,16,1.0,316
4839641,16,251189,16,0.9,187
4839641,26,100000,32,0.9,93
4839641,16,1000000,32,0.95,500
4839641,18,1259,16,0.9,51
4839641,12,1000000,32,1.0,500
4839641,38,12589,32,0.95,48
4839641,14,1259,16,0.9,19
4839641,38,19953,32,0.9,45
4839641,32,10000,32,0.9,30
4839641,14,794328,32,0.95,262
4839641,30,5012,16,1.0,500
4839641,36,3162,16,0.95,28
4839641,28,501187,32,0.95,500
4839641,40,1000000,16,1.0,220
4839641,24,50119,16,1.0,336
4839641,12,158489,16,0.9,70
4839641,16,10000,32,0.9,91
4839641,34,1000000,16,0.95,500
4839641,40,1000,32,0.95,9
4839641,34,50119,32,0.95,280
4839641,14,63096,16,0.95,500
4839641,16,79433,32,1.0,500
4839641,36,12589,16,0.95,47
4839641,34,630957,16,1.0,293
4839641,34,630957,32,0.9,484
4839641,38,79433,16,0.9,246
4839641,10,3162,16,0.9,22
4839641,34,1000,32,0.9,20
4839641,22,5012,16,0.9,57
4839641,12,501187,32,0.95,61
4839641,36,39811,16,0.95,500
4839641,36,1259,16,1.0,108
4839641,40,199526,32,1.0,377
4839641,16,39811,16,0.9,46
4839641,18,794328,32,1.0,442
4839641,34,5012,16,0.95,32
4839641,16,2512,32,0.9,21
4839641,24,3981,16,1.0,339
4839641,36,1995,16,0.9,10
4839641,30,199526,32,0.9,62
4839641,38,19953,16,1.0,279
4839641,12,199526,32,1.0,443
4839641,12,10000,32,1.0,42
4839641,40,6310,32,0.9,24
4839641,32,3981,32,0.9,31
4839641,30,316228,16,1.0,500
4839641,24,251189,32,0.95,497
4839641,34,3981,32,0.95,41
4839641,26,50119,16,1.0,313
4839641,22,630957,32,0.95,500
4839641,40,25119,32,0.95,75
4839641,26,12589,32,1.0,215
4839641,38,12589,32,0.9,31
4839641,16,31623,16,0.9,68
4839641,12,501187,32,0.9,41
4839641,12,1995,32,0.95,24
4839641,36,1585,16,0.95,22
4839641,14,63096,32,1.0,500
4839641,22,1000000,16,0.95,500
4839641,14,15849,16,1.0,155
4839641,14,12589,16,1.0,106
4839641,36,39811,16,0.9,84
4839641,32,316228,32,0.95,500
4839641,20,39811,32,0.95,194
4839641,32,1000,16,0.9,38
4839641,16,3981,32,0.95,24
4839641,16,25119,32,0.95,201
4839641,10,5012,32,1.0,31
4839641,34,3981,16,1.0,316
4839641,34,125893,16,1.0,500
4839641,10,2512,32,0.9,7
4839641,14,50119,16,0.9,60
4839641,18,15849,32,0.9,10
4839641,12,2512,16,1.0,31
4839641,40,3162,16,0.9,27
4839641,36,630957,32,1.0,443
4839641,38,7943,16,0.9,41
4839641,28,12589,32,1.0,48
4839641,24,79433,16,1.0,500
4839641,12,1000,16,1.0,63
4839641,36,794328,16,1.0,315
4839641,38,63096,32,1.0,396
4839641,28,125893,32,1.0,500
4839641,38,25119,32,1.0,292
4839641,10,1259,16,0.9,8
4839641,16,3981,32,0.9,17
4839641,24,39811,32,0.9,28
4839641,12,125893,16,1.0,500
4839641,30,125893,32,0.95,408
4839641,38,10000,16,1.0,500
4839641,38,1585,32,0.9,13
4839641,30,501187,32,1.0,500
4839641,12,501187,16,0.9,97
4839641,32,25119,32,0.95,157
4839641,36,15849,16,1.0,493
4839641,32,25119,16,1.0,271
4839641,16,10000,32,1.0,40
4839641,28,158489,16,0.95,500
4839641,32,251189,16,0.95,500
4839641,34,7943,16,0.95,64
4839641,28,5012,16,0.95,21
4839641,30,50119,32,0.9,28
4839641,24,1995,32,0.95,24
4839641,10,39811,32,0.9,22
4839641,14,19953,16,1.0,500
4839641,18,15849,16,0.9,32
4839641,20,1000000,16,1.0,261
4839641,20,50119,32,0.95,47
4839641,12,63096,16,0.9,38
4839641,12,1000,16,0.95,26
4839641,12,31623,32,1.0,117
4839641,38,3981,16,0.95,66
4839641,26,100000,16,0.9,226
4839641,32,7943,16,1.0,500
4839641,32,398107,16,0.95,446
4839641,32,794328,16,1.0,306
4839641,20,25119,32,0.9,48
4839641,14,5012,16,0.95,55
4839641,30,125893,16,0.9,233
4839641,10,158489,16,1.0,63
4839641,16,7943,32,0.95,58
4839641,32,3981,16,1.0,100
4839641,22,6310,16,1.0,407
4839641,18,158489,16,1.0,500
4839641,20,63096,16,0.9,99
4839641,24,501187,32,0.9,248
4839641,38,1000,32,0.9,24
4839641,20,19953,16,0.95,165
4839641,34,12589,16,0.9,34
4839641,22,25119,16,1.0,333
4839641,14,63096,32,0.9,27
4839641,30,1000000,32,0.95,500
4839641,18,1000000,32,1.0,372
4839641,18,15849,32,0.95,76
4839641,18,19953,32,0.95,54
4839641,16,1259,32,0.9,24
4839641,40,158489,16,0.9,190
4839641,10,199526,16,0.9,36
4839641,32,501187,32,0.95,500
4839641,40,25119,32,0.9,31
4839641,22,1995,16,0.9,26
4839641,24,3981,16,0.9,35
4839641,34,15849,32,1.0,400
4839641,28,630957,16,1.0,278
4839641,10,39811,32,0.95,31
4839641,34,10000,32,0.95,66
4839641,24,794328,16,0.9,500
4839641,24,3981,32,1.0,170
4839641,18,12589,32,1.0,77
4839641,34,251189,16,1.0,500
4839641,12,794328,16,0.95,247
4839641,16,125893,32,0.9,48
4839641,24,251189,16,0.95,500
4839641,28,10000,16,0.9,40
4839641,10,1585,16,1.0,26
4839641,22,79433,16,0.9,103
4839641,12,39811,16,1.0,355
4839641,20,3162,16,1.0,45
4839641,24,6310,16,1.0,342
4839641,30,794328,16,0.95,500
4839641,12,25119,32,1.0,219
4839641,18,25119,32,1.0,307
4839641,10,19953,32,0.95,30
4839641,20,25119,32,0.95,77
4839641,38,630957,32,0.95,473
4839641,10,6310,16,1.0,106
4839641,34,19953,16,0.9,50
4839641,26,6310,32,1.0,29
4839641,20,316228,16,0.9,343
4839641,18,6310,32,0.9,28
4839641,16,7943,16,0.9,35
4839641,18,1000,16,1.0,130
4839641,28,5012,16,1.0,350
4839641,38,19953,16,0.9,84
4839641,18,316228,16,1.0,396
4839641,16,794328,32,0.95,477
4839641,14,19953,32,0.95,75
4839641,14,125893,32,0.95,191
4839641,30,1585,16,0.9,28
4839641,24,199526,16,1.0,474
4839641,18,125893,32,0.9,66
4839641,10,79433,32,0.95,43
4839641,38,100000,32,0.9,31
4839641,16,630957,32,0.95,500
4839641,14,100000,32,0.95,377
4839641,10,6310,16,0.95,59
4839641,18,39811,32,0.9,129
4839641,24,3981,32,0.9,32
4839641,40,158489,32,0.9,53
4839641,18,100000,16,0.95,500
4839641,36,6310,32,0.9,30
4839641,16,31623,32,0.95,37
4839641,26,630957,32,0.9,361
4839641,36,316228,16,0.95,483
4839641,22,1585,32,0.9,21
4839641,34,501187,16,0.95,500
4839641,34,25119,32,1.0,500
4839641,40,316228,32,1.0,403
4839641,20,630957,16,0.95,381
4839641,24,1995,16,0.9,20
4839641,40,316228,16,0.95,500
4839641,32,794328,32,0.95,500
4839641,22,1000,16,0.9,34
4839641,20,1995,16,0.9,20
4839641,30,794328,16,1.0,500
4839641,12,398107,16,0.95,144
4839641,34,7943,16,0.9,53
4839641,20,39811,32,0.9,16
4839641,16,1995,32,1.0,41
4839641,32,6310,16,0.95,96
4839641,26,7943,16,0.95,142
4839641,30,31623,16,0.95,432
4839641,16,7943,32,0.9,30
4839641,30,398107,16,1.0,486
4839641,26,630957,16,0.95,489
4839641,36,100000,32,0.95,500
4839641,28,794328,16,1.0,500
4839641,24,63096,32,1.0,500
4839641,10,794328,32,0.95,57
4839641,36,63096,16,0.9,49
4839641,38,31623,32,0.95,73
4839641,12,79433,32,1.0,265
4839641,22,3162,16,1.0,158
4839641,28,31623,32,1.0,500
4839641,30,3162,32,0.95,14
4839641,14,39811,32,1.0,176
4839641,18,5012,32,0.95,32
4839641,30,79433,16,0.9,52
4839641,24,50119,32,0.95,184
4839641,10,199526,32,0.95,95
4839641,26,63096,16,0.9,233
4839641,24,25119,32,0.95,27
4839641,32,100000,32,0.95,500
4839641,12,1000,32,0.9,17
4839641,16,1259,32,0.95,12
4839641,28,39811,32,1.0,500
4839641,14,6310,16,0.9,25
4839641,14,19953,16,0.9,34
4839641,14,5012,16,1.0,77
4839641,30,25119,32,1.0,500
4839641,36,1000000,32,0.9,500
4839641,16,1995,16,1.0,45
4839641,32,1000000,16,0.95,500
4839641,12,5012,32,0.95,40
4839641,14,15849,32,0.9,19
4839641,18,1000,32,0.95,21
4839641,40,794328,32,1.0,500
4839641,26,398107,16,0.95,500
4839641,18,15849,32,1.0,317
4839641,34,1995,16,0.9,18
4839641,14,251189,16,0.9,105
4839641,30,31623,32,1.0,500
4839641,28,50119,16,1.0,500
4839641,14,630957,32,0.9,56
4839641,16,398107,32,0.95,500
4839641,16,15849,32,0.9,45
4839641,30,1000,16,1.0,58
4839641,12,1995,16,0.95,39
4839641,32,10000,16,0.9,53
4839641,38,5012,16,0.95,94
4839641,40,5012,32,0.9,9
4839641,40,501187,32,1.0,431
4839641,12,316228,32,0.95,197
4839641,26,6310,16,1.0,254
4839641,34,10000,32,0.9,21
4839641,36,31623,16,1.0,466
4839641,36,501187,16,1.0,370
4839641,26,125893,16,0.95,500
4839641,22,630957,32,0.9,373
4839641,12,794328,32,0.95,50
4839641,12,3981,32,0.95,40
4839641,12,5012,16,1.0,34
4839641,24,12589,16,0.95,278
4839641,16,794328,32,0.9,128
4839641,18,19953,16,0.9,49
4839641,12,100000,16,1.0,240
4839641,40,25119,16,0.95,378
4839641,34,10000,16,0.95,67
4839641,30,630957,16,1.0,384
4839641,28,158489,32,0.95,500
4839641,12,10000,32,0.9,18
4839641,32,10000,16,0.95,57
4839641,14,1995,16,1.0,49
4839641,30,15849,32,1.0,106
4839641,10,5012,16,1.0,57
4839641,26,39811,32,0.9,54
4839641,18,251189,32,1.0,500
4839641,14,1995,32,1.0,28
4839641,20,12589,16,1.0,500
4839641,38,100000,32,0.95,314
4839641,18,100000,32,1.0,500
4839641,14,398107,16,1.0,500
4839641,22,630957,32,1.0,500
4839641,36,79433,32,0.95,223
4839641,30,15849,32,0.9,28
4839641,20,39811,16,0.9,126
4839641,22,125893,32,0.9,77
4839641,36,15849,32,1.0,63
4839641,14,630957,16,0.95,379
4839641,40,5012,16,1.0,47
4839641,32,3162,16,0.95,69
4839641,14,5012,16,0.9,39
4839641,28,125893,32,0.95,500
4839641,38,63096,32,0.9,53
4839641,20,1000,32,0.95,16
4839641,28,7943,16,0.95,33
4839641,38,1585,32,0.95,9
4839641,16,100000,16,0.9,73
4839641,16,1259,32,1.0,34
4839641,18,199526,32,1.0,500
4839641,22,12589,16,0.95,209
4839641,26,1000,16,0.9,39
4839641,28,251189,32,0.9,109
4839641,40,2512,16,0.9,14
4839641,34,794328,16,0.95,500
4839641,36,10000,32,1.0,291
4839641,38,3981,32,0.9,17
4839641,14,1000000,16,1.0,500
4839641,14,50119,32,0.95,48
4839641,40,100000,32,0.95,448
4839641,34,2512,32,0.9,19
4839641,34,79433,16,0.95,500
4839641,30,31623,16,1.0,500
4839641,12,158489,32,0.95,114
4839641,32,3162,32,0.95,54
4839641,22,125893,32,0.95,163
4839641,38,1000,16,0.9,18
4839641,12,100000,16,0.95,194
4839641,12,19953,16,0.9,60
4839641,32,1000000,16,0.9,500
4839641,18,2512,16,0.9,37
4839641,10,7943,32,0.9,39
4839641,36,10000,32,0.95,26
4839641,40,10000,32,0.95,45
4839641,24,794328,16,1.0,358
4839641,14,251189,32,0.9,155
4839641,24,158489,16,1.0,500
4839641,34,1585,16,0.9,34
4839641,16,199526,16,1.0,500
4839641,38,15849,32,0.95,57
4839641,40,31623,32,0.9,58
4839641,34,1000000,16,1.0,500
4839641,40,1585,32,1.0,36
4839641,32,199526,16,0.9,500
4839641,24,794328,32,0.9,271
4839641,28,3981,32,1.0,31
4839641,12,251189,16,0.9,75
4839641,28,1585,16,0.95,27
4839641,24,316228,32,1.0,500
4839641,26,316228,16,1.0,500
4839641,10,251189,16,0.95,114
4839641,38,39811,16,1.0,500
4839641,24,630957,16,0.9,500
4839641,10,2512,32,0.95,33
4839641,28,316228,32,0.95,500
4839641,30,79433,32,1.0,371
4839641,22,79433,32,1.0,500
4839641,38,25119,16,0.9,51
4839641,14,630957,16,0.9,179
4839641,38,398107,32,0.9,466
4839641,26,3981,32,0.95,32
4839641,40,25119,16,1.0,493
4839641,10,25119,32,0.95,51
4839641,22,1995,32,0.9,13
4839641,36,1259,32,1.0,34
4839641,26,31623,16,0.95,448
4839641,24,12589,32,1.0,321
4839641,14,6310,32,0.9,38
4839641,10,1995,16,1.0,23
4839641,34,3162,32,1.0,106
4839641,30,6310,32,1.0,26
4839641,14,25119,16,0.95,48
4839641,38,50119,16,1.0,429
4839641,10,1995,32,1.0,31
4839641,24,199526,16,0.95,420
4839641,26,31623,16,1.0,500
4839641,40,1000,16,1.0,27
4839641,18,7943,16,0.95,135
4839641,22,1000000,32,0.9,500
4839641,28,1995,32,0.9,20
4839641,36,3162,16,0.9,25
4839641,30,19953,32,0.9,26
4839641,20,6310,32,0.9,30
4839641,22,251189,16,0.9,319
4839641,28,63096,32,0.95,91
4839641,40,630957,16,0.95,500
4839641,30,100000,16,0.95,378
4839641,34,63096,16,1.0,435
4839641,30,3162,16,1.0,41
4839641,40,1995,16,0.9,22
4839641,34,63096,32,0.95,96
4839641,14,15849,32,0.95,37
4839641,16,1000000,16,1.0,500
4839641,18,251189,16,0.9,411
4839641,40,158489,16,0.95,469
4839641,22,15849,16,1.0,417
4839641,12,630957,32,0.95,318
4839641,28,39811,32,0.95,287
4839641,32,125893,32,1.0,500
4839641,40,1000000,32,0.9,500
4839641,36,1000,32,1.0,31
4839641,18,79433,32,0.9,117
4839641,32,501187,16,0.9,287
4839641,18,25119,32,0.9,25
4839641,18,1995,32,0.9,42
4839641,10,125893,16,1.0,136
4839641,22,125893,16,1.0,500
4839641,10,63096,32,1.0,42
4839641,22,31623,16,0.9,159
4839641,38,158489,32,1.0,428
4839641,20,31623,32,0.95,80
4839641,22,251189,32,1.0,499
4839641,20,100000,32,0.95,292
4839641,26,316228,32,0.9,58
4839641,26,5012,32,1.0,62
4839641,22,39811,32,1.0,500
4839641,20,100000,16,0.9,447
4839641,12,79433,16,0.9,37
4839641,22,6310,16,0.95,23
4839641,12,1585,16,1.0,58
4839641,10,25119,16,0.95,101
4839641,36,251189,16,1.0,500
4839641,32,50119,32,1.0,500
4839641,40,1585,16,0.9,36
4839641,34,398107,16,1.0,500
4839641,10,1000000,32,0.9,60
4839641,18,199526,16,0.95,500
4839641,22,10000,32,1.0,401
4839641,34,6310,32,0.9,21
4839641,38,15849,32,0.9,17
4839641,16,630957,16,1.0,500
4839641,20,1585,16,0.9,27
4839641,10,6310,32,1.0,39
4839641,26,2512,32,1.0,43
4839641,40,1995,16,1.0,50
4839641,10,7943,16,0.95,52
4839641,28,63096,16,1.0,500
4839641,38,7943,16,0.95,31
4839641,12,6310,32,0.95,21
4839641,38,398107,16,0.95,500
4839641,36,1259,32,0.9,11
4839641,24,794328,16,0.95,500
4839641,38,1585,16,1.0,46
4839641,26,1000000,32,0.9,500
4839641,40,398107,16,0.95,500
4839641,26,199526,32,0.9,61
4839641,40,7943,32,1.0,265
4839641,30,10000,16,0.95,47
4839641,38,794328,16,0.9,338
4839641,24,19953,16,0.9,38
4839641,38,316228,32,0.9,198
4839641,32,63096,16,0.95,297
4839641,22,19953,16,1.0,356
4839641,10,158489,32,1.0,138
4839641,14,12589,32,1.0,103
4839641,24,1995,32,1.0,31
4839641,14,3162,32,0.9,29
4839641,12,25119,32,0.95,34
4839641,10,79433,16,0.95,37
4839641,10,31623,16,1.0,56
4839641,34,3162,32,0.9,20
4839641,40,1259,16,1.0,15
4839641,16,316228,32,0.95,500
4839641,10,3162,32,1.0,43
4839641,38,19953,32,1.0,411
4839641,10,63096,16,0.95,31
4839641,14,3162,16,1.0,57
4839641,16,50119,32,0.9,79
4839641,38,2512,16,0.9,40
4839641,20,12589,32,0.9,41
4839641,14,2512,16,1.0,75
4839641,28,199526,16,0.95,423
4839641,14,31623,32,1.0,113
4839641,14,31623,16,0.9,55
4839641,38,2512,16,1.0,28
4839641,16,50119,16,0.9,76
4839641,30,1259,32,0.9,13
4839641,16,316228,16,0.95,500
4839641,28,1259,16,1.0,38
4839641,26,1585,32,0.95,32
4839641,24,158489,32,0.95,500
4839641,10,3162,16,1.0,38
4839641,10,1000,32,0.9,25
4839641,38,7943,32,0.9,9
4839641,34,2512,16,0.9,16
4839641,18,100000,32,0.95,385
4839641,40,39811,32,1.0,500
4839641,24,398107,32,1.0,500
4839641,30,50119,32,1.0,500
4839641,28,398107,16,1.0,359
4839641,20,501187,16,1.0,307
4839641,16,19953,32,1.0,219
4839641,22,5012,16,0.95,25
4839641,38,316228,32,0.95,500
4839641,28,6310,32,1.0,27
4839641,26,794328,16,0.9,500
4839641,34,19953,16,1.0,500
4839641,16,1995,16,0.9,24
4839641,38,501187,32,0.9,226
4839641,24,10000,16,1.0,500
4839641,28,1995,32,1.0,23
4839641,22,7943,32,1.0,101
4839641,26,100000,32,0.95,500
4839641,26,1000,32,1.0,39
4839641,30,794328,32,0.95,500
4839641,26,15849,32,0.9,27
4839641,40,3162,32,1.0,22
4839641,16,19953,16,0.95,124
4839641,40,39811,32,0.9,61
4839641,30,3162,32,0.9,24
4839641,10,251189,16,0.9,63
4839641,24,1000,32,0.95,28
4839641,10,1000,16,0.9,19
4839641,12,31623,16,1.0,284
4839641,34,199526,32,0.95,500
4839641,36,158489,16,1.0,500
4839641,36,398107,32,0.95,498
4839641,28,251189,32,0.95,500
4839641,22,63096,16,1.0,500
4839641,18,1259,32,0.95,30
4839641,34,39811,16,0.9,119
4839641,34,398107,16,0.95,500
4839641,20,501187,32,1.0,445
4839641,22,125893,16,0.95,500
4839641,10,630957,16,0.95,94
4839641,18,199526,32,0.9,212
4839641,32,125893,16,0.95,500
4839641,38,50119,32,0.9,33
4839641,12,39811,32,0.95,65
4839641,10,50119,16,0.9,44
4839641,16,15849,16,0.95,65
4839641,32,5012,16,1.0,273
4839641,12,63096,16,1.0,180
4839641,36,50119,16,1.0,335
4839641,32,794328,16,0.95,500
4839641,18,251189,32,0.95,405
4839641,20,1585,32,1.0,24
4839641,30,1000000,16,1.0,468
4839641,36,1585,32,1.0,21
4839641,38,31623,16,0.95,314
4839641,12,1000000,16,0.9,144
4839641,12,3981,16,0.95,17
4839641,22,50119,16,1.0,500
4839641,22,3162,16,0.9,63
4839641,10,316228,32,0.95,60
4839641,24,251189,32,0.9,104
4839641,10,630957,16,1.0,176
4839641,40,7943,32,0.9,19
4839641,12,63096,32,1.0,286
4839641,28,7943,32,1.0,177
4839641,34,50119,16,0.9,239
4839641,32,79433,16,0.95,500
4839641,12,19953,32,0.95,45
4839641,18,25119,16,0.9,34
4839641,18,398107,16,1.0,348
4839641,18,501187,32,1.0,500
4839641,18,79433,16,0.95,500
4839641,32,251189,32,1.0,500
4839641,32,398107,16,0.9,439
4839641,40,1995,32,1.0,18
4839641,32,31623,16,1.0,100
4839641,34,50119,16,1.0,500
4839641,12,1000000,16,0.95,186
4839641,16,1259,16,1.0,95
4839641,12,794328,32,1.0,371
4839641,34,501187,32,1.0,500
4839641,22,39811,16,0.95,500
4839641,14,79433,32,0.9,38
4839641,22,10000,16,1.0,346
4839641,34,6310,16,1.0,125
4839641,20,15849,32,0.9,30
4839641,14,31623,32,0.95,33
4839641,36,251189,32,1.0,402
4839641,40,15849,16,1.0,500
4839641,16,50119,16,0.95,172
4839641,30,251189,32,0.9,98
4839641,28,5012,16,0.9,29
4839641,26,50119,16,0.9,101
4839641,16,19953,16,0.9,129
4839641,28,1259,16,0.95,41
4839641,26,39811,16,1.0,211
4839641,14,12589,16,0.9,30
4839641,26,63096,32,0.95,268
4839641,40,15849,16,0.95,120
4839641,18,3162,32,0.9,52
4839641,18,31623,32,0.95,107
4839641,20,3981,32,0.95,14
4839641,24,1585,16,0.9,32
4839641,18,50119,16,0.9,82
4839641,38,158489,32,0.95,35
4839641,28,398107,32,0.9,296
4839641,22,199526,32,0.9,123
4839641,16,125893,32,1.0,500
4839641,16,158489,32,0.9,23
4839641,12,1259,32,0.95,26
4839641,40,15849,32,0.95,71
4839641,20,501187,32,0.95,500
4839641,10,199526,16,0.95,75
4839641,16,1000,16,1.0,30
4839641,24,398107,32,0.95,500
4839641,34,1000000,32,0.9,500
4839641,20,39811,32,1.0,287
4839641,26,3162,16,1.0,88
4839641,28,251189,16,0.95,436
4839641,28,10000,32,1.0,168
4839641,16,1000000,32,0.9,248
4839641,26,501187,32,0.95,500
4839641,20,1000,16,1.0,124
4839641,12,15849,16,0.95,55
4839641,32,158489,16,0.95,500
4839641,24,2512,16,1.0,155
4839641,34,3981,16,0.9,38
4839641,26,63096,16,1.0,398
4839641,30,2512,32,1.0,27
4839641,14,794328,32,0.9,75
4839641,40,1995,32,0.95,12
4839641,30,100000,16,1.0,500
4839641,34,398107,32,0.95,500
4839641,24,1000000,32,1.0,386
4839641,22,25119,16,0.9,74
4839641,26,501187,32,0.9,115
4839641,12,316228,16,0.9,116
4839641,28,1995,32,0.95,33
4839641,38,5012,16,0.9,14
4839641,26,501187,16,0.95,500
4839641,22,50119,32,0.9,60
4839641,26,251189,32,0.95,500
4839641,12,31623,32,0.95,67
4839641,12,25119,32,0.9,22
4839641,20,10000,32,0.95,33
4839641,36,3162,32,1.0,23
4839641,12,25119,16,1.0,309
4839641,40,125893,16,0.9,164
4839641,40,1000,16,0.9,17
4839641,22,1585,16,1.0,87
4839641,28,1000,16,0.9,9
4839641,32,1000000,32,1.0,500
4839641,30,5012,16,0.95,72
4839641,28,31623,32,0.9,58
4839641,26,63096,32,0.9,35
4839641,40,1000000,32,0.95,500
4839641,32,6310,16,1.0,246
4839641,28,3162,32,0.9,12
4839641,28,6310,16,1.0,500
4839641,28,501187,32,1.0,500
4839641,12,1000,32,1.0,20
4839641,16,316228,16,0.9,372
4839641,18,39811,32,0.95,45
4839641,26,3981,16,0.95,25
4839641,28,50119,16,0.9,145
4839641,14,10000,32,1.0,31
4839641,24,31623,32,1.0,453
4839641,18,1995,32,0.95,21
4839641,30,251189,16,0.95,500
4839641,18,3162,16,0.9,42
4839641,16,12589,32,1.0,132
4839641,18,3981,32,0.9,13
4839641,40,50119,16,0.9,28
4839641,30,158489,32,1.0,500
4839641,22,19953,32,0.95,42
4839641,14,50119,16,1.0,437
4839641,30,125893,32,0.9,157
4839641,10,6310,32,0.95,71
4839641,26,251189,16,1.0,351
4839641,24,630957,32,0.95,500
4839641,12,1585,16,0.95,27
4839641,28,1259,32,1.0,9
4839641,40,125893,32,0.95,210
4839641,26,100000,32,1.0,500
4839641,28,1259,32,0.9,23
4839641,26,3162,32,0.95,18
4839641,40,50119,32,0.95,84
4839641,16,251189,32,0.9,220
4839641,30,1995,32,0.9,11
4839641,40,1585,16,0.95,15
4839641,16,5012,16,1.0,109
4839641,16,158489,32,1.0,500
4839641,36,1585,16,1.0,23
4839641,28,1585,32,0.9,29
4839641,18,79433,32,1.0,472
4839641,28,794328,32,0.95,500
4839641,28,12589,16,1.0,389
4839641,14,1000000,32,0.9,189
4839641,26,19953,32,0.95,88
4839641,28,63096,32,0.9,76
4839641,16,100000,16,0.95,500
4839641,10,79433,32,0.9,44
4839641,26,5012,16,0.95,59
4839641,36,630957,32,0.9,269
4839641,40,7943,16,0.95,56
4839641,26,15849,16,0.95,111
4839641,34,398107,32,0.9,134
4839641,12,3162,16,0.9,38
4839641,24,1585,32,1.0,40
4839641,10,1259,32,1.0,13
4839641,14,39811,16,1.0,500
4839641,30,794328,16,0.9,280
4839641,12,316228,32,1.0,216
4839641,28,12589,16,0.9,81
4839641,36,1000,16,1.0,23
4839641,38,501187,16,0.9,500
4839641,32,3162,16,0.9,16
4839641,30,19953,16,0.95,98
4839641,38,7943,16,1.0,110
4839641,26,5012,16,1.0,252
4839641,36,3981,32,1.0,80
4839641,20,630957,16,0.9,484
4839641,16,5012,16,0.95,70
4839641,34,31623,32,1.0,500
4839641,30,794328,32,0.9,279
4839641,20,3981,16,0.95,40
4839641,40,31623,32,0.95,74
4839641,24,3981,16,0.95,31
4839641,16,199526,16,0.95,500
4839641,28,3981,16,1.0,137
4839641,10,1995,16,0.9,22
4839641,22,316228,16,0.9,341
4839641,14,10000,32,0.95,56
4839641,40,125893,16,0.95,300
4839641,14,1995,16,0.9,26
4839641,40,794328,16,0.9,500
4839641,32,50119,16,0.95,428
4839641,36,1000000,16,0.95,359
4839641,38,125893,32,0.9,26
4839641,22,1000,32,0.95,27
4839641,22,31623,32,0.9,35
4839641,10,100000,32,1.0,50
4839641,32,7943,32,1.0,45
4839641,36,6310,32,1.0,52
4839641,32,79433,32,1.0,500
4839641,36,158489,32,0.9,85
4839641,32,6310,32,1.0,32
4839641,10,25119,16,1.0,148
4839641,14,316228,16,0.95,327
4839641,24,1000,16,0.9,22
4839641,10,794328,16,0.9,40
4839641,20,3162,32,1.0,37
4839641,24,2512,32,1.0,78
4839641,16,6310,16,0.95,31
4839641,38,79433,32,1.0,333
4839641,34,6310,16,0.9,27
4839641,22,1259,32,0.95,32
4839641,38,3981,16,0.9,39
4839641,22,1995,32,1.0,52
4839641,28,3981,32,0.9,22
4839641,18,2512,32,0.95,52
4839641,10,100000,16,0.95,76
4839641,38,398107,16,1.0,442
4839641,12,12589,16,0.95,64
4839641,40,199526,16,1.0,500
4839641,36,2512,32,0.9,8
4839641,34,63096,16,0.95,263
4839641,22,10000,32,0.9,25
4839641,28,630957,32,1.0,363
4839641,36,199526,16,0.9,500
4839641,16,31623,32,1.0,449
4839641,38,31623,32,0.9,76
4839641,10,39811,16,0.95,50
4839641,26,39811,16,0.95,500
4839641,34,1000,32,1.0,15
4839641,22,398107,16,1.0,483
4839641,26,100000,16,0.95,453
4839641,30,1259,16,0.95,13
4839641,24,398107,32,0.9,302
4839641,40,794328,16,0.95,500
4839641,40,12589,16,0.95,77
4839641,40,125893,32,0.9,67
4839641,24,79433,16,0.9,66
4839641,36,25119,32,1.0,353
4839641,34,501187,32,0.95,500
4839641,18,3981,16,1.0,202
4839641,16,3981,16,0.95,22
4839641,26,25119,32,0.95,31
4839641,40,316228,32,0.95,500
4839641,34,10000,32,1.0,185
4839641,20,794328,16,0.9,500
4839641,36,12589,32,0.95,24
4839641,14,79433,32,1.0,500
4839641,40,19953,16,1.0,283
4839641,24,125893,16,0.95,500
4839641,36,251189,32,0.95,500
4839641,30,7943,16,1.0,382
4839641,30,1995,16,1.0,301
4839641,30,63096,16,1.0,500
4839641,30,10000,16,1.0,379
